🇨🇳央视频道,#genre#
求索动物,http://192.168.2.114:50001/2000000004000000009/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索纪录,http://192.168.2.114:50001/6000000002000032052/wasusyt/index.m3u8$8M1080_华数
求索纪录,http://192.168.2.114:50001/2000000004000000010/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索科学,http://192.168.2.114:50001/6000000002000032344/wasusyt/index.m3u8$8M1080_华数
求索科学,http://192.168.2.114:50001/2000000004000000011/hnbblive/index.m3u8$7.5M1080_湖南bblive
求索生活,http://192.168.2.114:50001/6000000002000003382/wasusyt/index.m3u8$8M1080_华数
求索生活,http://192.168.2.114:50001/2000000004000000008/hnbblive/index.m3u8$7.5M1080_湖南bblive
🥭湖南频道,#genre#
湖南卫视,http://192.168.2.114:50001/5000000004000006692/bestzb/index.m3u8$8M1080_百视通
湖南卫视,http://192.168.2.114:50001/6000000001000018044/wasusyt/index.m3u8$8M1080_华数
湖南卫视,http://192.168.2.114:50001/1000000001000032695/ystenlive/index.m3u8$8M1080_易视腾
湖南卫视,http://192.168.2.114:50001/1000000005000265024/ystenlive/index.m3u8$5.5M1080HEVC_易视腾
湖南卫视,http://192.168.2.114:50001/5000000010000030452/bestzb/index.m3u8$4M1080_百视通
湖南卫视,http://192.168.2.114:50001/1000000001000009115/ystenlive/index.m3u8$4M1080_易视腾
湖南茶频道,http://192.168.2.114:50001/5000000011000031209/bestzb/index.m3u8$6.8M1080_百视通
湖南茶频道,http://192.168.2.114:50001/2000000002000000070/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南金鹰纪实,http://192.168.2.114:50001/5000000011000031203/bestzb/index.m3u8$6.8M1080_百视通
湖南金鹰纪实,http://192.168.2.114:50001/1000000002000011724/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.2.114:50001/1000000002000016601/ystenlive/index.m3u8$4M576_易视腾
湖南金鹰卡通,http://192.168.2.114:50001/5000000006000040024/bestzb/index.m3u8$4M540_百视通
湖南金鹰卡通,http://192.168.2.114:50001/6000000003000016791/wasusyt/index.m3u8$1.8M576_华数
湖南快乐垂钓,http://192.168.2.114:50001/5000000011000031206/bestzb/index.m3u8$6.8M1080_百视通
湖南快乐垂钓,http://192.168.2.114:50001/2000000002000000067/hnbblive/index.m3u8$6.8M1080_湖南bblive
湖南爱晚,http://192.168.2.114:50001/6307875884530512195/hnbblive/index.m3u8
湖南电视剧,http://192.168.2.114:50001/8765482907954673867/hnbblive/index.m3u8
湖南电影,http://192.168.2.114:50001/7884242846753128038/hnbblive/index.m3u8
湖南都市,http://192.168.2.114:50001/4682579636905393407/hnbblive/index.m3u8
湖南国际,http://192.168.2.114:50001/5015828848322021526/hnbblive/index.m3u8
湖南经视,http://192.168.2.114:50001/6306119848317438256/hnbblive/index.m3u8
湖南经视,http://192.168.2.114:50001/7766420291569067385/hnbblive/index.m3u8
湖南娱乐,http://192.168.2.114:50001/6427893650335440392/hnbblive/index.m3u8
🤑4K频道,#genre#
纯享4K,http://192.168.2.114:50001/1000000004000011651/ystenlive/index.m3u8$20M2160_易视腾
CCTV16 奥林匹克4K,http://192.168.2.114:50001/5000000008000023254/bestzb/index.m3u8$12M2160HEVC_百视通
SiTV欢笑剧场4K,http://192.168.2.114:50001/5000000007000010001/bestzb/index.m3u8$12M2160HEVC_百视通
华数4K,http://192.168.2.114:50001/6000000003000004748/wasusyt/index.m3u8$16M2160_华数
华数4K,http://192.168.2.114:50001/2000000004000000014/hnbblive/index.m3u8$15M2160_湖南bblive
